accession
gi|136429|sp|P00761|TRYP_PIG
sp|A0A024R1R8|TMA7B_HUMAN
sp|A0A024RBG1|NUD4B_HUMAN
sp|A0A075B6I3|LVK55_HUMAN
sp|A0A075B759|PAL4E_HUMAN
sp|A0A075B767|PAL4H_HUMAN
sp|A0A087WT02|TVA92_HUMAN
sp|A0A087WUL8|NBPFJ_HUMAN
sp|A0A087WUV0|ZN892_HUMAN
sp|A0A087WVF3|TBC3D_HUMAN
sp|A0A087WXM9|MEIKN_HUMAN
sp|A0A087WXS9|TBC3I_HUMAN
sp|A0A087X179|TBC3E_HUMAN
sp|A0A087X1C5|CP2D7_HUMAN
sp|A0A087X1G2|TBC3K_HUMAN
sp|A0A096LNW5|NT2NR_HUMAN
sp|A0A096LP01|SIM26_HUMAN
sp|A0A096LP55|QCR6L_HUMAN
sp|A0A0A0MS01|TVG10_HUMAN
sp|A0A0A6YYL3|POTEB_HUMAN
sp|A0A0B4J1U7|HV601_HUMAN
sp|A0A0B4J1V1|HV321_HUMAN
sp|A0A0B4J241|TVAM1_HUMAN
sp|A0A0B4J2A2|PAL4C_HUMAN
sp|A0A0B4J2E0|TVBL4_HUMAN
sp|A0A0B4J2F0|PIOS1_HUMAN
sp|A0A0C4DGP1|SGSN1_HUMAN
sp|A0A0C4DH43|HV70D_HUMAN
sp|A0A0G2JMD5|PRA33_HUMAN
sp|A0A0J9YWL9|TX13C_HUMAN
sp|A0A0J9YX06|TJB12_HUMAN
sp|A0A0K0K1C4|TVB27_HUMAN
sp|A0A0K0K1E9|TVB77_HUMAN
sp|A0A0U1RQI7|KLF18_HUMAN
sp|A0A0U1RRE5|NBDY_HUMAN
sp|A0A0U1RRL7|MMPOS_HUMAN
sp|A0A1B0GTH6|CS2IP_HUMAN
sp|A0A1B0GTK5|F236D_HUMAN
sp|A0A1B0GTL2|CT204_HUMAN
sp|A0A1B0GTR0|EDD13_HUMAN
sp|A0A1B0GTS1|HSFX4_HUMAN
sp|A0A1B0GTU1|ZC11B_HUMAN
sp|A0A1B0GTW7|CIROP_HUMAN
sp|A0A1B0GTZ2|CC196_HUMAN
sp|A0A1B0GUA7|TEX51_HUMAN
sp|A0A1B0GUS0|CS085_HUMAN
sp|A0A1B0GUS4|UB2L5_HUMAN
sp|A0A1B0GUT2|CJ143_HUMAN
sp|A0A1B0GUW6|SPEM3_HUMAN
sp|A0A1B0GV03|GG6L7_HUMAN
sp|A0A1B0GVB3|CG078_HUMAN
sp|A0A1B0GVG4|CC194_HUMAN
sp|A0A1B0GVH7|IQCM_HUMAN
sp|A0A1B0GVQ3|CC200_HUMAN
sp|A0A1B0GW35|EXC1L_HUMAN
sp|A0A1B0GWH4|HSFX3_HUMAN
sp|A0A1B0GWK0|PVLEF_HUMAN
sp|A0A1B0GX31|TVB76_HUMAN
sp|A0A1W2PP81|TFKL5_HUMAN
sp|A0A1W2PPD8|KDM4F_HUMAN
sp|A0A1W2PPE2|TFKL4_HUMAN
sp|A0A1W2PPE3|CA202_HUMAN
sp|A0A1W2PPF3|DUXB_HUMAN
