accession
gi|136429|sp|P00761|TRYP_PIG
sp|A0A024R1R8|TMA7B_HUMAN
sp|A0A024RBG1|NUD4B_HUMAN
sp|A0A075B759|PAL4E_HUMAN
sp|A0A075B767|PAL4H_HUMAN
sp|A0A087WUV0|ZN892_HUMAN
sp|A0A096LNW5|NT2NR_HUMAN
sp|A0A096LP55|QCR6L_HUMAN
sp|A0A0B4J2A2|PAL4C_HUMAN
sp|A0A1B0GTU1|ZC11B_HUMAN
sp|A0A1B0GUS4|UB2L5_HUMAN
sp|A0A2R8Y4L2|RA1L3_HUMAN
sp|A0A2R8Y619|H2BK1_HUMAN
sp|A0A3B3IRV3|MCTS2_HUMAN
sp|A0A8I5KQE6|RPSA2_HUMAN
sp|A0AV96|RBM47_HUMAN
sp|A0AVI2|FR1L5_HUMAN
sp|A0AVT1|UBA6_HUMAN
sp|A0FGR8|ESYT2_HUMAN
sp|A0JLT2|MED19_HUMAN
sp|A0JNW5|BLT3B_HUMAN
sp|A0MZ66|SHOT1_HUMAN
sp|A0PJW6|TM223_HUMAN
sp|A0PK00|T120B_HUMAN
sp|A1L0T0|HACL2_HUMAN
sp|A1L390|PKHG3_HUMAN
sp|A1X283|SPD2B_HUMAN
sp|A2A288|ZC12D_HUMAN
sp|A2A3N6|PIPSL_HUMAN
sp|A2AJT9|BCLA3_HUMAN
sp|A2RRP1|NBAS_HUMAN
sp|A2RTX5|SYTC2_HUMAN
sp|A2RTY3|HEAT9_HUMAN
sp|A2RU67|F234B_HUMAN
sp|A2RUC4|TYW5_HUMAN
sp|A2RUS2|DEND3_HUMAN
sp|A3KMH1|VWA8_HUMAN
sp|A3KN83|SBNO1_HUMAN
sp|A4D1E9|GTPBA_HUMAN
sp|A4D1P6|WDR91_HUMAN
sp|A4D1U4|DEN11_HUMAN
sp|A4D2H0|CTGEF_HUMAN
sp|A4FU28|CTGE9_HUMAN
sp|A4QPH2|PI4P2_HUMAN
sp|A5A3E0|POTEF_HUMAN
sp|A5PLN9|TPC13_HUMAN
sp|A5YKK6|CNOT1_HUMAN
sp|A5YM72|CRNS1_HUMAN
sp|A6H8Y1|BDP1_HUMAN
sp|A6NCE7|MP3B2_HUMAN
sp|A6ND36|FA83G_HUMAN
sp|A6NDG6|PGP_HUMAN
sp|A6NDU8|RIMC1_HUMAN
sp|A6NDY0|EPAB2_HUMAN
sp|A6NEC2|PSAL_HUMAN
sp|A6NED2|RCCD1_HUMAN
sp|A6NF01|P121B_HUMAN
sp|A6NFN3|RFOX3_HUMAN
sp|A6NHG4|DDTL_HUMAN
sp|A6NHL2|TBAL3_HUMAN
sp|A6NHQ2|FBLL1_HUMAN
sp|A6NHR9|SMHD1_HUMAN
sp|A6NIH7|U119B_HUMAN
sp|A6NIR3|AGAP5_HUMAN
sp|A6NIZ1|RP1BL_HUMAN
sp|A6NJ78|MET15_HUMAN
sp|A6NKD9|CC85C_HUMAN
sp|A6NKF1|SAC31_HUMAN
sp|A6NKH3|RL37L_HUMAN
sp|A6NKT7|RGPD3_HUMAN
sp|A6NMY6|AXA2L_HUMAN
