accessions	n_unique	n_shared	best_peptide_score	group_qvalue	is_target_winner
gi|136429_pep00005|sp	1	0	6.897735277260448	0	true
sp|A0A075B759_pep00001|PAL4E_HUMAN;sp|A0A075B767_pep00001|PAL4H_HUMAN;sp|A0A0B4J2A2_pep00001|PAL4C_HUMAN;sp|F5H284_pep00001|PAL4D_HUMAN;sp|P0DN26_pep00001|PAL4F_HUMAN;sp|P62937_pep00006|PPIA_HUMAN;sp|Q9Y536_pep00001|PAL4A_HUMAN	1	0	8.117918357051598	0	true
sp|A0A1B0GUS4_pep00003|UB2L5_HUMAN;sp|P68036_pep00005|UB2L3_HUMAN	1	0	7.410150027028887	0	true
sp|A0A2R8Y4L2_pep00002|RA1L3_HUMAN;sp|P09651_pep00002|ROA1_HUMAN;sp|Q32P51_pep00002|RA1L2_HUMAN	1	0	4.856162259899959	0	true
sp|A0A2R8Y4L2_pep00004|RA1L3_HUMAN;sp|P09651_pep00005|ROA1_HUMAN;sp|P22626_pep00004|ROA2_HUMAN;sp|Q32P51_pep00005|RA1L2_HUMAN	1	0	8.165651202179292	0	true
sp|A0A2R8Y4L2_pep00007|RA1L3_HUMAN;sp|P09651_pep00008|ROA1_HUMAN;sp|Q32P51_pep00008|RA1L2_HUMAN	1	0	10.809878463559913	0	true
sp|A0A2R8Y4L2_pep00013|RA1L3_HUMAN;sp|P09651_pep00014|ROA1_HUMAN;sp|Q32P51_pep00012|RA1L2_HUMAN	1	0	7.530375616752022	0	true
sp|A0A2R8Y4L2_pep00017|RA1L3_HUMAN;sp|P09651_pep00018|ROA1_HUMAN;sp|Q32P51_pep00015|RA1L2_HUMAN	1	0	11.198765172869356	0	true
sp|A0A2R8Y4L2_pep00019|RA1L3_HUMAN;sp|P09651_pep00020|ROA1_HUMAN	1	0	13.255058908437436	0	true
sp|A0A2R8Y4L2_pep00023|RA1L3_HUMAN;sp|P09651_pep00026|ROA1_HUMAN;sp|Q32P51_pep00019|RA1L2_HUMAN	1	0	6.725442754004805	0	true
sp|A0A2R8Y4L2_pep00025|RA1L3_HUMAN;sp|P09651_pep00028|ROA1_HUMAN;sp|Q32P51_pep00021|RA1L2_HUMAN	1	0	5.379471855887305	0	true
sp|A0A2R8Y4L2_pep00026|RA1L3_HUMAN;sp|P09651_pep00029|ROA1_HUMAN	1	0	7.967301274715336	0	true
sp|A0A2R8Y4L2_pep00029|RA1L3_HUMAN;sp|P09651_pep00032|ROA1_HUMAN;sp|Q32P51_pep00022|RA1L2_HUMAN	1	0	9.026164479429937	0	true
sp|A0A2R8Y4L2_pep00030|RA1L3_HUMAN;sp|P09651_pep00033|ROA1_HUMAN;sp|Q32P51_pep00023|RA1L2_HUMAN	1	0	5.853029004026618	0	true
sp|A0A2R8Y4L2_pep00031|RA1L3_HUMAN;sp|P09651_pep00036|ROA1_HUMAN	1	0	8.07728331852948	0	true
sp|A0A2R8Y619_pep00003|H2BK1_HUMAN;sp|O60814_pep00005|H2B1K_HUMAN;sp|P06899_pep00005|H2B1J_HUMAN;sp|P23527_pep00005|H2B1O_HUMAN;sp|P33778_pep00005|H2B1B_HUMAN;sp|P57053_pep00005|H2BFS_HUMAN;sp|P58876_pep00005|H2B1D_HUMAN;sp|P62807_pep00005|H2B1C_HUMAN;sp|Q16778_pep00005|H2B2E_HUMAN;sp|Q5QNW6_pep00005|H2B2F_HUMAN;sp|Q8N257_pep00007|H2B3B_HUMAN;sp|Q93079_pep00005|H2B1H_HUMAN;sp|Q96A08_pep00003|H2B1A_HUMAN;sp|Q99877_pep00005|H2B1N_HUMAN;sp|Q99879_pep00005|H2B1M_HUMAN;sp|Q99880_pep00005|H2B1L_HUMAN	1	0	5.507297779758605	0	true
sp|A0A8I5KQE6_pep00001|RPSA2_HUMAN;sp|P08865_pep00001|RSSA_HUMAN	1	0	12.673754284961829	0	true
sp|A0A8I5KQE6_pep00003|RPSA2_HUMAN;sp|P08865_pep00003|RSSA_HUMAN	1	0	5.593518901403094	0	true
sp|A0A8I5KQE6_pep00006|RPSA2_HUMAN;sp|P08865_pep00006|RSSA_HUMAN	1	0	9.133053693737368	0	true
sp|A0A8I5KQE6_pep00012|RPSA2_HUMAN;sp|P08865_pep00016|RSSA_HUMAN	1	0	6.623355516301266	0	true
